timestamp,symbol,side,entry_price,sl,tp1,tp2,tp3,atr,trend_strength,volatility,exit_price,exit_reason,pnl_pct
2025-07-02T10:05:08.988624,ETHUSDT,LONG,2445.11,2438.997225,2450.0002200000004,2452.44533,2456.112995,1.12143,0,0,2438.997225,SL,-0.0025
2025-07-02T10:06:10.339388,SOLUSDT,LONG,148.51,148.13872499999997,148.80702,148.95552999999995,149.178295,0.08429,0,0,149.178295,TP3,0.0045
2025-07-02T10:06:42.393015,ETHUSDT,SHORT,2444.78,2450.8919500000006,2439.89044,2437.44566,2433.77849,1.18357,0,0,2433.77849,TP3,0.0045
2025-07-02T10:08:14.540399,SOLUSDT,LONG,148.59,148.21852499999997,148.88718,149.03577,149.25865500000003,0.08286,0,0,149.25865500000003,TP3,0.0045
2025-07-02T10:08:15.110409,BTCUSDT,SHORT,107622.05,107891.10512500005,107406.8059,107299.18384999993,107137.75077499996,10.57571,0,0,107137.75077499996,TP3,0.0045
2025-07-02T10:08:15.655753,ETHUSDT,SHORT,2444.6,2450.711499999999,2439.7108,2437.2662000000005,2433.5993000000008,1.15214,0,0,2433.5993000000008,TP3,0.0045
2025-07-02T10:10:18.905015,BTCUSDT,LONG,107700.0,107430.75,107915.4,108023.1,108184.64999999989,14.80429,0,0,107430.75,SL,-0.0025
2025-07-02T10:10:19.453271,ETHUSDT,LONG,2446.09,2439.974775,2450.98218,2453.4282700000003,2457.097405,1.06786,0,0,2439.974775,SL,-0.0025
2025-07-02T10:10:50.011733,SOLUSDT,LONG,148.66,148.28835,148.95732,149.10598,149.32897000000006,0.07857,0,0,149.32897000000006,TP3,0.0045
2025-07-02T10:12:53.588098,SOLUSDT,LONG,148.7,148.32825,148.9974,149.14610000000002,149.36915000000002,0.085,0,0,149.36915000000002,TP3,0.0045
2025-07-02T10:13:25.190292,ETHUSDT,LONG,2447.67,2441.550825,2452.56534,2455.0130100000006,2458.6845150000004,1.07786,0,0,2441.550825,SL,-0.0025
2025-07-02T10:15:28.425343,BTCUSDT,SHORT,107675.94,107945.12984999995,107460.58812,107352.9121800001,107191.39827000005,15.24286,0,0,107191.39827000005,TP3,0.0045
2025-07-02T10:15:59.241695,SOLUSDT,LONG,148.75,148.378125,149.0475,149.19624999999996,149.41937499999995,0.08357,0,0,149.41937499999995,TP3,0.0045
2025-07-02T10:17:33.342806,ETHUSDT,LONG,2448.53,2442.4086750000015,2453.42706,2455.875589999999,2459.548384999999,0.93571,0,0,2442.4086750000015,SL,-0.0025
2025-07-02T10:18:03.908536,SOLUSDT,LONG,148.88,148.50779999999997,149.17776,149.32663999999997,149.54995999999997,0.08429,0,0,149.54995999999997,TP3,0.0045
2025-07-02T10:18:04.470946,BTCUSDT,LONG,107717.48,107448.18630000004,107932.91496,108040.63244,108202.20865999995,17.07714,0,0,107448.18630000004,SL,-0.0025
2025-07-02T10:20:38.590746,SOLUSDT,LONG,149.03,148.657425,149.32806,149.47709,149.70063499999995,0.07714,0,0,149.70063499999995,TP3,0.0045
2025-07-02T10:22:42.077289,SOLUSDT,LONG,149.08,148.7073,149.37816,149.52724,149.75086000000007,0.07857,0,0,149.75086000000007,TP3,0.0045
2025-07-02T10:24:45.646572,SOLUSDT,SHORT,149.09,149.46272499999995,148.79182,148.64273000000003,148.41909500000006,0.07929,0,0,149.46272499999995,SL,-0.0025
2025-07-02T10:27:50.834348,SOLUSDT,SHORT,149.03,149.402575,148.73194,148.58290999999997,148.359365,0.07571,0,0,149.402575,SL,-0.0025
2025-07-02T10:30:26.119946,ETHUSDT,SHORT,2448.34,2454.46085,2443.4433200000003,2440.99498,2437.3224699999982,0.665,0,0,2437.3224699999982,TP3,0.0045
2025-07-02T10:32:29.337115,BTCUSDT,LONG,107791.47,107521.99132499997,108007.05294,108114.84441000006,108276.53161500003,13.6,0,0,107521.99132499997,SL,-0.0025
2025-07-02T10:32:29.904279,ETHUSDT,LONG,2449.99,2443.8650250000005,2454.88998,2457.33997,2461.014954999999,0.73857,0,0,2443.8650250000005,SL,-0.0025
2025-07-02T10:33:00.457349,SOLUSDT,LONG,149.24,148.8669,149.53848000000002,149.68772,149.91158000000004,0.07429,0,0,149.91158000000004,TP3,0.0045
2025-07-02T10:34:02.938308,ETHUSDT,LONG,2450.2,2444.0744999999993,2455.1004,2457.5506000000005,2461.2259000000017,0.74286,0,0,2444.0744999999993,SL,-0.0025
2025-07-02T10:35:04.325325,SOLUSDT,LONG,149.24,148.8669,149.53848000000002,149.68772,149.91158000000004,0.07429,0,0,149.91158000000004,TP3,0.0045
2025-07-02T10:37:07.813740,SOLUSDT,LONG,149.28,148.90679999999998,149.57856,149.72784000000001,149.95176000000006,0.08071,0,0,149.95176000000006,TP3,0.0045
2025-07-02T10:39:11.295576,SOLUSDT,SHORT,149.28,149.65320000000003,148.98144,148.83215999999996,148.60823999999997,0.08286,0,0,149.65320000000003,SL,-0.0025
2025-07-02T10:39:12.127715,ETHUSDT,LONG,2450.63,2444.5034249999994,2455.53126,2457.98189,2461.657835000001,0.88286,0,0,2444.5034249999994,SL,-0.0025
2025-07-02T10:44:20.515385,ETHUSDT,SHORT,2451.33,2457.4583250000005,2446.4273399999997,2443.97601,2440.299014999999,0.74071,0,0,2440.299014999999,TP3,0.0045
2025-07-02T10:44:51.069933,SOLUSDT,SHORT,149.28,149.65320000000003,148.98144,148.83216,148.60823999999997,0.07786,0,0,149.65320000000003,SL,-0.0025
2025-07-02T10:45:53.491590,ETHUSDT,LONG,2452.32,2446.1892000000007,2457.2246400000004,2459.6769599999993,2463.35544,0.69143,0,0,2446.1892000000007,SL,-0.0025
2025-07-02T10:46:54.858543,SOLUSDT,SHORT,149.36,149.73340000000002,149.06128,148.91192000000004,148.68788,0.07571,0,0,149.73340000000002,SL,-0.0025
2025-07-02T10:47:26.498652,ETHUSDT,LONG,2452.1,2445.96975,2457.0042,2459.456299999999,2463.1344499999996,0.695,0,0,2445.96975,SL,-0.0025
2025-07-02T10:48:58.671407,SOLUSDT,SHORT,149.34,149.71335,149.04132,148.89198,148.66797,0.07357,0,0,149.71335,SL,-0.0025
2025-07-02T10:49:30.294155,ETHUSDT,SHORT,2451.24,2457.3681,2446.3375199999996,2443.8862800000006,2440.209419999999,0.77214,0,0,2440.209419999999,TP3,0.0045
2025-07-02T10:51:03.117423,SOLUSDT,SHORT,149.25,149.62312500000002,148.9515,148.80225,148.57837499999997,0.07429,0,0,149.62312500000002,SL,-0.0025
2025-07-02T10:51:03.927473,ETHUSDT,LONG,2451.75,2445.620625000001,2456.6535,2459.10525,2462.7828749999994,0.72643,0,0,2445.620625000001,SL,-0.0025
2025-07-02T10:53:06.886101,SOLUSDT,LONG,149.36,148.98659999999995,149.65872000000002,149.80808000000007,150.03212000000008,0.07,0,0,150.03212000000008,TP3,0.0045
2025-07-02T10:53:07.684950,ETHUSDT,SHORT,2450.94,2457.0673500000007,2446.03812,2443.58718,2439.9107699999995,0.73,0,0,2439.9107699999995,TP3,0.0045
2025-07-02T10:57:14.595607,BTCUSDT,LONG,107800.0,107530.49999999987,108015.6,108123.4000000001,108285.10000000014,8.79714,0,0,107530.49999999987,SL,-0.0025
2025-07-02T10:57:45.460898,SOLUSDT,LONG,149.38,149.00654999999998,149.67875999999998,149.82814000000002,150.05221000000006,0.07214,0,0,150.05221000000006,TP3,0.0045
2025-07-02T10:58:17.068240,ETHUSDT,SHORT,2451.69,2457.8192249999997,2446.78662,2444.334930000001,2440.6573950000006,0.69643,0,0,2440.6573950000006,TP3,0.0045
2025-07-02T10:59:19.132635,BTCUSDT,LONG,107840.0,107570.40000000011,108055.68,108163.51999999993,108325.27999999988,10.60786,0,0,107570.40000000011,SL,-0.0025
2025-07-02T10:59:49.950991,SOLUSDT,LONG,149.44,149.06640000000004,149.73888,149.88831999999996,150.11247999999995,0.07071,0,0,150.11247999999995,TP3,0.0045
2025-07-02T10:59:50.765340,ETHUSDT,LONG,2453.69,2447.555774999999,2458.59738,2461.051070000001,2464.7316050000013,0.78357,0,0,2447.555774999999,SL,-0.0025
2025-07-02T11:01:23.460750,ETHUSDT,SHORT,2452.63,2458.7615749999986,2447.72474,2445.2721100000017,2441.5931650000016,0.80714,0,0,2441.5931650000016,TP3,0.0045
2025-07-02T11:01:54.010843,SOLUSDT,SHORT,149.37,149.74342500000006,149.07126,148.92189,148.69783499999997,0.07643,0,0,149.74342500000006,SL,-0.0025
2025-07-02T11:02:26.068992,BTCUSDT,SHORT,107797.09,108066.58272500001,107581.49582,107473.69872999995,107312.00309499988,15.50786,0,0,107312.00309499988,TP3,0.0045
2025-07-02T11:02:57.461982,ETHUSDT,LONG,2453.44,2447.3063999999995,2458.34688,2460.8003199999994,2464.480479999999,0.79643,0,0,2447.3063999999995,SL,-0.0025
2025-07-02T11:03:58.821729,SOLUSDT,SHORT,149.35,149.72337500000003,149.0513,148.90194999999997,148.67792499999996,0.07643,0,0,149.72337500000003,SL,-0.0025
2025-07-02T11:04:30.459154,ETHUSDT,SHORT,2453.85,2459.9846250000005,2448.9422999999997,2446.4884499999985,2442.807674999999,0.74071,0,0,2442.807674999999,TP3,0.0045
2025-07-02T11:06:03.475502,BTCUSDT,LONG,107819.09,107549.54227500001,108034.72817999999,108142.54726999995,108304.27590499997,17.805,0,0,107549.54227500001,SL,-0.0025
2025-07-02T11:06:04.049560,ETHUSDT,LONG,2457.33,2451.1866749999995,2462.24466,2464.70199,2468.3879850000003,1.20071,0,0,2451.1866749999995,SL,-0.0025
2025-07-02T11:06:34.622512,SOLUSDT,LONG,149.46,149.08635000000004,149.75892000000002,149.90837999999994,150.13257,0.07286,0,0,150.13257,TP3,0.0045
2025-07-02T11:07:37.066012,ETHUSDT,SHORT,2456.48,2462.6212,2451.56704,2449.11056,2445.4258399999994,1.37,0,0,2445.4258399999994,TP3,0.0045
2025-07-02T11:08:38.421185,SOLUSDT,LONG,149.6,149.22599999999997,149.8992,150.04880000000003,150.27320000000003,0.085,0,0,150.27320000000003,TP3,0.0045
2025-07-02T11:09:10.043829,ETHUSDT,SHORT,2456.6,2462.7414999999996,2451.6868,2449.2302000000004,2445.5453,1.45,0,0,2445.5453,TP3,0.0045
2025-07-02T11:10:42.195169,SOLUSDT,LONG,149.66,149.28585000000004,149.95932,150.10897999999995,150.33346999999995,0.08571,0,0,150.33346999999995,TP3,0.0045
2025-07-02T11:10:43.033889,ETHUSDT,LONG,2457.48,2451.3363000000004,2462.39496,2464.8524399999997,2468.5386599999997,1.58286,0,0,2451.3363000000004,SL,-0.0025
2025-07-02T11:12:46.003798,SOLUSDT,SHORT,149.47,149.843675,149.17106,149.02159,148.797385,0.09071,0,0,149.843675,SL,-0.0025
2025-07-02T11:14:49.516064,SOLUSDT,SHORT,149.44,149.81359999999998,149.14112,148.99167999999997,148.76751999999996,0.08857,0,0,149.81359999999998,SL,-0.0025
2025-07-02T11:16:22.915297,BTCUSDT,SHORT,107769.47,108038.89367500007,107553.93106,107446.16159,107284.50738499993,11.47714,0,0,107284.50738499993,TP3,0.0045
2025-07-02T11:16:23.471611,ETHUSDT,SHORT,2456.71,2462.8517750000005,2451.79658,2449.3398700000002,2445.6548049999997,1.49929,0,0,2445.6548049999997,TP3,0.0045
2025-07-02T11:16:54.018726,SOLUSDT,SHORT,149.25,149.623125,148.9515,148.80225,148.57837499999997,0.09714,0,0,149.623125,SL,-0.0025
2025-07-02T11:17:56.450825,ETHUSDT,SHORT,2455.66,2461.7991500000003,2450.7486799999997,2448.2930199999996,2444.6095299999993,1.53714,0,0,2444.6095299999993,TP3,0.0045
2025-07-02T11:18:57.796337,SOLUSDT,SHORT,149.13,149.50282499999997,148.83174,148.68261,148.45891500000002,0.09643,0,0,149.50282499999997,SL,-0.0025
2025-07-02T11:19:29.174503,BTCUSDT,LONG,107779.95,107510.50012499993,107995.50989999999,108103.28985,108264.95977500007,11.72714,0,0,107510.50012499993,SL,-0.0025
2025-07-02T11:19:29.752388,ETHUSDT,LONG,2457.63,2451.4859250000004,2462.5452600000003,2465.00289,2468.6893349999996,1.23857,0,0,2451.4859250000004,SL,-0.0025
2025-07-02T11:21:02.517845,ETHUSDT,SHORT,2456.11,2462.2502749999994,2451.19778,2448.7416700000003,2445.0575050000007,1.06857,0,0,2445.0575050000007,TP3,0.0045
2025-07-02T11:21:33.565373,SOLUSDT,SHORT,149.21,149.58302500000002,148.91158000000001,148.76237,148.53855499999997,0.09143,0,0,149.58302500000002,SL,-0.0025
2025-07-02T11:22:36.056121,ETHUSDT,SHORT,2455.16,2461.2979000000005,2450.24968,2447.7945199999995,2444.1117799999993,1.11,0,0,2444.1117799999993,TP3,0.0045
2025-07-02T11:23:37.412254,SOLUSDT,SHORT,149.12,149.49280000000002,148.82176,148.67263999999997,148.44896,0.08929,0,0,149.49280000000002,SL,-0.0025
2025-07-02T11:25:15.654663,ETHUSDT,LONG,2455.67,2449.530825,2460.58134,2463.0370100000005,2466.7205150000013,0.98071,0,0,2449.530825,SL,-0.0025
2025-07-02T11:26:47.812579,SOLUSDT,SHORT,149.0,149.3725,148.702,148.553,148.3295,0.08714,0,0,149.3725,SL,-0.0025
2025-07-02T11:26:48.637500,ETHUSDT,SHORT,2454.71,2460.8467750000004,2449.80058,2447.3458700000006,2443.6638049999997,1.01,0,0,2443.6638049999997,TP3,0.0045
2025-07-02T11:28:51.578877,SOLUSDT,LONG,149.02,148.64745000000002,149.31804,149.46705999999998,149.69058999999996,0.08857,0,0,149.69058999999996,TP3,0.0045
2025-07-02T11:31:26.421318,ETHUSDT,SHORT,2454.2,2460.3354999999992,2449.2916,2446.837400000001,2443.1561,1.03714,0,0,2443.1561,TP3,0.0045
2025-07-02T11:32:28.059581,BTCUSDT,SHORT,107714.95,107984.2373750001,107499.5201,107391.80515,107230.2327249999,8.16214,0,0,107230.2327249999,TP3,0.0045
2025-07-02T11:32:58.900094,SOLUSDT,SHORT,149.0,149.37249999999995,148.702,148.55300000000003,148.32950000000005,0.07071,0,0,149.37249999999995,SL,-0.0025
2025-07-02T11:32:59.774516,ETHUSDT,SHORT,2451.96,2458.089899999999,2447.05608,2444.6041200000004,2440.926180000001,1.01857,0,0,2440.926180000001,TP3,0.0045
2025-07-02T11:34:32.481658,ETHUSDT,SHORT,2449.89,2456.0147249999995,2444.9902199999997,2442.5403299999994,2438.865494999999,0.96929,0,0,2438.865494999999,TP3,0.0045
2025-07-02T11:35:03.359615,BTCUSDT,SHORT,107624.39,107893.45097500003,107409.14122,107301.51683000005,107140.08024500008,15.63,0,0,107140.08024500008,TP3,0.0045
2025-07-02T11:35:34.193009,SOLUSDT,SHORT,148.78,149.15195,148.48244,148.33366000000004,148.11049000000003,0.075,0,0,149.15195,SL,-0.0025
2025-07-02T11:36:05.843148,ETHUSDT,SHORT,2448.68,2454.8016999999995,2443.78264,2441.3339600000004,2437.66094,0.99857,0,0,2437.66094,TP3,0.0045
2025-07-02T11:36:36.685803,BTCUSDT,SHORT,107584.01,107852.97002499997,107368.84198,107261.25797000004,107099.88195500002,20.88143,0,0,107099.88195500002,TP3,0.0045
2025-07-02T11:37:38.325221,SOLUSDT,LONG,148.78,148.40805000000003,149.07756,149.22634,149.44950999999998,0.08143,0,0,149.44950999999998,TP3,0.0045
2025-07-02T11:37:39.154723,ETHUSDT,SHORT,2447.91,2454.0297749999995,2443.0141799999997,2440.56627,2436.8944050000005,1.10143,0,0,2436.8944050000005,TP3,0.0045
2025-07-02T11:40:13.615799,ETHUSDT,LONG,2448.43,2442.3089249999994,2453.3268599999997,2455.7752900000005,2459.447935,1.135,0,0,2442.3089249999994,SL,-0.0025
2025-07-02T11:40:44.197785,SOLUSDT,LONG,148.83,148.457925,149.12766000000002,149.27649000000002,149.49973500000004,0.08143,0,0,149.49973500000004,TP3,0.0045
2025-07-02T11:42:47.835171,SOLUSDT,SHORT,148.73,149.10182499999996,148.43254,148.28381000000005,148.06071500000002,0.08857,0,0,149.10182499999996,SL,-0.0025
2025-07-02T11:43:19.200815,BTCUSDT,LONG,107597.0,107328.00750000002,107812.194,107919.79099999995,108081.18649999998,31.89786,0,0,107328.00750000002,SL,-0.0025
2025-07-02T11:43:19.750235,ETHUSDT,LONG,2449.92,2443.795200000001,2454.81984,2457.2697599999997,2460.9446399999993,1.31714,0,0,2443.795200000001,SL,-0.0025
2025-07-02T11:44:51.927474,SOLUSDT,SHORT,148.84,149.21209999999996,148.54232,148.39348,148.17022000000003,0.1,0,0,149.21209999999996,SL,-0.0025
2025-07-02T11:45:23.302144,BTCUSDT,SHORT,107538.83,107807.67707499999,107323.75234,107216.21351000003,107054.90526500001,32.86214,0,0,107054.90526500001,TP3,0.0045
2025-07-02T11:45:23.889285,ETHUSDT,SHORT,2448.16,2454.2803999999996,2443.26368,2440.8155200000006,2437.1432800000002,1.14786,0,0,2437.1432800000002,TP3,0.0045
2025-07-02T11:46:56.094480,SOLUSDT,SHORT,148.76,149.13189999999997,148.46248,148.31372000000005,148.09058000000002,0.08857,0,0,149.13189999999997,SL,-0.0025
2025-07-02T11:46:56.916053,ETHUSDT,SHORT,2447.09,2453.207725000001,2442.1958200000004,2439.7487299999993,2436.078094999999,1.10786,0,0,2436.078094999999,TP3,0.0045
2025-07-02T11:47:27.756097,BTCUSDT,SHORT,107470.31,107738.98577500001,107255.36938,107147.89906999997,106986.693605,33.35,0,0,106986.693605,TP3,0.0045
2025-07-02T11:48:29.934250,ETHUSDT,SHORT,2445.42,2451.5335499999997,2440.52916,2438.0837400000005,2434.4156100000014,1.24857,0,0,2434.4156100000014,TP3,0.0045
2025-07-02T11:49:00.491856,SOLUSDT,SHORT,148.62,148.99155000000002,148.32276000000002,148.17413999999997,147.95120999999997,0.095,0,0,148.99155000000002,SL,-0.0025
2025-07-02T11:49:01.089848,BTCUSDT,SHORT,107402.21,107670.71552500004,107187.40558,107080.00337,106918.90005499998,31.86,0,0,106918.90005499998,TP3,0.0045
2025-07-02T11:50:03.433936,ETHUSDT,LONG,2445.0,2438.8875000000003,2449.89,2452.3350000000005,2456.0025000000005,1.15857,0,0,2438.8875000000003,SL,-0.0025
2025-07-02T11:50:34.247807,BTCUSDT,LONG,107417.76,107149.21560000001,107632.59551999999,107740.01327999997,107901.13991999999,34.26929,0,0,107149.21560000001,SL,-0.0025
2025-07-02T11:52:07.270053,ETHUSDT,LONG,2446.45,2440.3338749999994,2451.3428999999996,2453.7893499999996,2457.459024999999,1.16286,0,0,2440.3338749999994,SL,-0.0025
2025-07-02T11:53:39.966706,ETHUSDT,SHORT,2445.46,2451.57365,2440.56908,2438.12362,2434.45543,1.285,0,0,2434.45543,TP3,0.0045
2025-07-02T11:54:41.313184,SOLUSDT,SHORT,148.53,148.901325,148.23294,148.08441,147.86161499999997,0.08643,0,0,148.901325,SL,-0.0025
2025-07-02T11:56:14.559812,ETHUSDT,LONG,2444.39,2438.2790250000003,2449.27878,2451.72317,2455.3897550000006,1.31143,0,0,2438.2790250000003,SL,-0.0025
2025-07-02T11:56:45.127399,SOLUSDT,LONG,148.49,148.118775,148.78698,148.93547,149.15820499999995,0.08929,0,0,149.15820499999995,TP3,0.0045
2025-07-02T11:57:16.489203,BTCUSDT,LONG,107452.34,107183.70915,107667.24468,107774.69701999999,107935.87553000003,35.94286,0,0,107183.70915,SL,-0.0025
2025-07-02T11:57:47.892135,ETHUSDT,LONG,2445.94,2439.82515,2450.83188,2453.2778200000002,2456.94673,1.43929,0,0,2439.82515,SL,-0.0025
2025-07-02T11:58:49.258861,SOLUSDT,LONG,148.61,148.23847500000005,148.90722000000002,149.05583,149.278745,0.09143,0,0,149.278745,TP3,0.0045
2025-07-02T11:58:49.808820,BTCUSDT,LONG,107479.98,107211.28004999997,107694.93995999999,107802.41994000004,107963.63991000001,35.53929,0,0,107211.28004999997,SL,-0.0025
2025-07-02T12:01:24.878660,ETHUSDT,SHORT,2445.02,2451.13255,2440.1299599999998,2437.6849400000006,2434.0174100000004,1.22786,0,0,2434.0174100000004,TP3,0.0045
2025-07-02T12:02:00.440174,SOLUSDT,SHORT,148.5,148.87124999999997,148.203,148.05450000000002,147.83175,0.09214,0,0,148.87124999999997,SL,-0.0025
2025-07-02T12:03:02.879758,ETHUSDT,LONG,2446.21,2440.094475,2451.10242,2453.5486299999993,2457.2179449999994,1.08286,0,0,2440.094475,SL,-0.0025
2025-07-02T12:04:04.245786,SOLUSDT,LONG,148.49,148.11877500000003,148.78698,148.93547000000004,149.15820500000004,0.08857,0,0,149.15820500000004,TP3,0.0045
2025-07-02T12:04:35.895669,ETHUSDT,SHORT,2445.84,2451.9546000000005,2440.94832,2438.50248,2434.8337199999996,1.09643,0,0,2434.8337199999996,TP3,0.0045
2025-07-02T12:06:08.599648,ETHUSDT,LONG,2447.49,2441.371275,2452.38498,2454.8324699999994,2458.5037049999996,1.02286,0,0,2441.371275,SL,-0.0025
2025-07-02T12:06:39.159976,SOLUSDT,LONG,148.44,148.0689,148.73687999999999,148.88532,149.10798,0.09714,0,0,149.10798,TP3,0.0045
2025-07-02T12:07:41.565078,ETHUSDT,SHORT,2445.67,2451.7841750000002,2440.77866,2438.332990000001,2434.6644850000007,1.055,0,0,2434.6644850000007,TP3,0.0045
2025-07-02T12:09:14.414227,BTCUSDT,SHORT,107440.0,107708.60000000002,107225.12,107117.68000000004,106956.52000000006,18.45,0,0,106956.52000000006,TP3,0.0045
2025-07-02T12:09:14.973172,ETHUSDT,SHORT,2445.0,2451.1125000000006,2440.11,2437.665,2433.9974999999995,0.99571,0,0,2433.9974999999995,TP3,0.0045
2025-07-02T12:09:45.548683,SOLUSDT,SHORT,148.07,148.44017499999998,147.77385999999998,147.62579000000002,147.40368500000002,0.11786,0,0,148.44017499999998,SL,-0.0025
2025-07-02T12:10:52.742993,BTCUSDT,SHORT,107407.59,107676.10897500002,107192.77481999999,107085.36723000005,106924.25584499998,17.60214,0,0,106924.25584499998,TP3,0.0045
2025-07-02T12:10:53.294318,ETHUSDT,SHORT,2444.3,2450.4107499999996,2439.4114,2436.9671000000003,2433.3006500000006,0.98857,0,0,2433.3006500000006,TP3,0.0045
2025-07-02T12:11:54.658409,SOLUSDT,SHORT,148.07,148.440175,147.77385999999998,147.62578999999997,147.40368499999997,0.11071,0,0,148.440175,SL,-0.0025
2025-07-02T12:13:27.620655,BTCUSDT,LONG,107448.66,107180.03834999996,107663.55732,107771.00598000003,107932.17897000005,22.68286,0,0,107180.03834999996,SL,-0.0025
2025-07-02T12:13:28.161053,ETHUSDT,LONG,2445.37,2439.2565749999994,2450.2607399999997,2452.7061100000005,2456.374165,1.17857,0,0,2439.2565749999994,SL,-0.0025
2025-07-02T12:13:58.725402,SOLUSDT,LONG,148.22,147.84945,148.51644,148.66466,148.88699000000003,0.12071,0,0,148.88699000000003,TP3,0.0045
2025-07-02T12:16:02.385689,SOLUSDT,SHORT,148.14,148.51034999999996,147.84372,147.69558,147.47337,0.13286,0,0,148.51034999999996,SL,-0.0025
2025-07-02T12:16:02.935986,BTCUSDT,SHORT,107321.46,107589.76364999998,107106.81708000001,106999.49562,106838.51343000004,29.24286,0,0,106838.51343000004,TP3,0.0045
2025-07-02T12:16:03.484093,ETHUSDT,SHORT,2442.55,2448.656375,2437.6649,2435.2223500000005,2431.5585250000013,1.23643,0,0,2431.5585250000013,TP3,0.0045
2025-07-02T12:17:36.243034,ETHUSDT,LONG,2443.17,2437.0620750000007,2448.05634,2450.499509999999,2454.1642649999994,1.53286,0,0,2437.0620750000007,SL,-0.0025
2025-07-02T12:18:06.806675,SOLUSDT,LONG,147.87,147.50032499999998,148.16574,148.31361,148.53541500000003,0.14143,0,0,148.53541500000003,TP3,0.0045
2025-07-02T12:19:09.229809,ETHUSDT,SHORT,2440.0,2446.1,2435.12,2432.68,2429.02,1.70143,0,0,2429.02,TP3,0.0045
2025-07-02T12:20:10.582962,SOLUSDT,SHORT,147.6,147.97321428571428,147.30142857142857,147.15214285714285,146.9282142857143,0.14929,0,0,147.97321428571428,SL,-0.00253
2025-07-02T12:20:11.145915,BTCUSDT,SHORT,107262.15,107530.30537500001,107047.62569999999,106940.36355,106779.47032499997,33.84071,0,0,106779.47032499997,TP3,0.0045
2025-07-02T12:21:13.322784,ETHUSDT,LONG,2442.6,2436.4935,2447.4852,2449.9278,2453.5917,1.87857,0,0,2436.4935,SL,-0.0025
2025-07-02T12:21:44.142512,BTCUSDT,LONG,107288.97,107020.74757499999,107503.54794,107610.83691000001,107771.770365,41.54286,0,0,107020.74757499999,SL,-0.0025
2025-07-02T12:22:15.385848,SOLUSDT,LONG,147.74,147.32392857142858,148.07285714285715,148.2392857142857,148.48892857142857,0.16643,0,0,148.48892857142857,TP3,0.00507
2025-07-02T12:22:46.992771,ETHUSDT,LONG,2443.87,2437.760325,2448.75774,2451.2016099999996,2454.8674149999997,1.90143,0,0,2437.760325,SL,-0.0025
2025-07-02T12:23:17.805197,BTCUSDT,SHORT,107319.74,107588.03935000002,107105.10052,106997.78077999999,106836.80116999999,39.87714,0,0,106836.80116999999,TP3,0.0045
2025-07-02T12:24:19.408645,SOLUSDT,SHORT,147.68,148.08178571428573,147.35857142857145,147.19785714285715,146.95678571428573,0.16071,0,0,148.08178571428573,SL,-0.00272
2025-07-02T12:24:20.229244,ETHUSDT,SHORT,2439.87,2445.969675,2434.99026,2432.5503899999994,2428.890585,2.075,0,0,2428.890585,TP3,0.0045
2025-07-02T12:24:51.054410,BTCUSDT,SHORT,107250.0,107518.12500000001,107035.5,106928.25,106767.37499999999,43.71071,0,0,106767.37499999999,TP3,0.0045
